Symbol;Entrez;Genetype
OTUD4;54726;protein-coding
LSM6;11157;protein-coding
TMEM184C;55751;protein-coding
PRMT9;90826;protein-coding
ITGA2;3673;protein-coding
MOCS2;4338;protein-coding
EDIL3;10085;protein-coding
TMEM161B;153396;protein-coding
ELOVL7;79993;protein-coding
NDUFAF2;91942;protein-coding
LMBRD2;92255;protein-coding
NIPBL;25836;protein-coding
RNF180;285671;protein-coding
ADGRV1;84059;protein-coding
SLC25A46;91137;protein-coding
STARD4;134429;protein-coding
PGGT1B;5229;protein-coding
CCDC112;153733;protein-coding
ANKRD33B;651746;protein-coding
CMBL;134147;protein-coding
C5orf63;401207;protein-coding
PRRC1;133619;protein-coding
F2RL1;2150;protein-coding
AGGF1;55109;protein-coding
WDR41;55255;protein-coding
PRDM9;56979;protein-coding
NDUFS4;4724;protein-coding
GRPEL2;134266;protein-coding
ARSK;153642;protein-coding
RHOBTB3;22836;protein-coding
GPX8;493869;protein-coding
TIGD6;81789;protein-coding
SERINC5;256987;protein-coding
CASP3;836;protein-coding
PRIMPOL;201973;protein-coding
ERAP1;51752;protein-coding
ERAP2;64167;protein-coding
CMYA5;202333;protein-coding
EGFLAM;133584;protein-coding
CFAP97;57587;protein-coding
RICTOR;253260;protein-coding
TENT2;167153;protein-coding
ANKRA2;57763;protein-coding
UBLCP1;134510;protein-coding
UTP15;84135;protein-coding
TLR3;7098;protein-coding
NSA2;10412;protein-coding
GFM2;84340;protein-coding
CCDC127;133957;protein-coding
ACSL6;23305;protein-coding
SEPTIN8;23176;protein-coding
SHROOM1;134549;protein-coding
GDF9;2661;protein-coding
UQCRQ;27089;protein-coding
LEAP2;116842;protein-coding
GJB7;375519;protein-coding
SLC35A1;10559;protein-coding
CGAS;115004;protein-coding
FABP7;2173;protein-coding
TLX3;30012;protein-coding
TXLNB;167838;protein-coding
CITED2;10370;protein-coding
CREBRF;153222;protein-coding
DCBLD1;285761;protein-coding
SFXN1;94081;protein-coding
TMEM200A;114801;protein-coding
IL22RA2;116379;protein-coding
DACT2;168002;protein-coding
PDSS2;57107;protein-coding
STXBP5;134957;protein-coding
IL31RA;133396;protein-coding
PI16;221476;protein-coding
TBX20;57057;protein-coding
DAGLB;221955;protein-coding
MATCAP2;23366;protein-coding
STK17A;9263;protein-coding
TRA2A;29896;protein-coding
GALNT10;55568;protein-coding
SAP30L;79685;protein-coding
RPS14;6208;protein-coding
COG5;10466;protein-coding
SAMTOR;154743;protein-coding
GPR85;54329;protein-coding
SLU7;10569;protein-coding
RP9;6100;protein-coding
PTTG1;9232;protein-coding
CAMLG;819;protein-coding
BMPER;168667;protein-coding
RELL2;285613;protein-coding
KCNK5;8645;protein-coding
ZNF12;7559;protein-coding
SLC29A4;222962;protein-coding
STEAP1;26872;protein-coding
CDCA7L;55536;protein-coding
SP8;221833;protein-coding
MIOS;54468;protein-coding
ELAPOR2;222223;protein-coding
USP49;25862;protein-coding
SYTL3;94120;protein-coding
IQUB;154865;protein-coding
HEY1;23462;protein-coding
ZNF704;619279;protein-coding
FABP5;2171;protein-coding
TAGAP;117289;protein-coding
COL1A2;1278;protein-coding
CHMP4C;92421;protein-coding
SLC13A4;26266;protein-coding
PGAM2;5224;protein-coding
BRI3;25798;protein-coding
LMTK2;22853;protein-coding
CTSB;1508;protein-coding
DLC1;10395;protein-coding
ADCY1;107;protein-coding
C8orf48;157773;protein-coding
SUN3;256979;protein-coding
C7orf57;136288;protein-coding
HNF4G;3174;protein-coding
PEX2;5828;protein-coding
RAD21;5885;protein-coding
MED30;90390;protein-coding
SBSPON;157869;protein-coding
PHKG1;5260;protein-coding
KCNV1;27012;protein-coding
CSMD3;114788;protein-coding
SPIDR;23514;protein-coding
ORC5;5001;protein-coding
DNAAF5;54919;protein-coding
OSGIN2;734;protein-coding
SUN1;23353;protein-coding
OXR1;55074;protein-coding
TMEM74;157753;protein-coding
GPR146;115330;protein-coding
GPER1;2852;protein-coding
TMEM184A;202915;protein-coding
NOS3;4846;protein-coding
MICALL2;79778;protein-coding
INTS1;26173;protein-coding
CDK5;1020;protein-coding
SLC4A2;6522;protein-coding
FASTK;10922;protein-coding
TMUB1;83590;protein-coding
FMC1;154791;protein-coding
PHAX;51808;protein-coding
ALDH7A1;501;protein-coding
FOXK1;221937;protein-coding
COX6C;1345;protein-coding
OSR2;116039;protein-coding
YWHAZ;7534;protein-coding
FZD6;8323;protein-coding
CTHRC1;115908;protein-coding
SLC25A32;81034;protein-coding
DCAF13;25879;protein-coding
TP53INP1;94241;protein-coding
INTS8;55656;protein-coding
VIRMA;25962;protein-coding
FREM1;158326;protein-coding
GEM;2669;protein-coding
PDP1;54704;protein-coding
TMEM67;91147;protein-coding
WASHC5;9897;protein-coding
RPP25L;138716;protein-coding
FAM219A;203259;protein-coding
SNAPC3;6619;protein-coding
MYORG;57462;protein-coding
NUDT2;318;protein-coding
TMEM65;157378;protein-coding
PSIP1;11168;protein-coding
CCDC171;203238;protein-coding
UBAP1;51271;protein-coding
SYK;6850;protein-coding
NIPSNAP3B;55335;protein-coding
ABCA1;19;protein-coding
NFIL3;4783;protein-coding
LETM2;137994;protein-coding
METTL2B;55798;protein-coding
FXN;2395;protein-coding
MAMDC2;256691;protein-coding
TMC1;117531;protein-coding
ALDH1A1;216;protein-coding
KDM1B;221656;protein-coding
HGSNAT;138050;protein-coding
RASEF;158158;protein-coding
GKAP1;80318;protein-coding
KIF27;55582;protein-coding
QNG1;84267;protein-coding
HNRNPK;3190;protein-coding
SVEP1;79987;protein-coding
TRPV6;55503;protein-coding
ANKS6;203286;protein-coding
ZHX1;11244;protein-coding
CYBB;1536;protein-coding
DYNLT3;6990;protein-coding
METTL27;155368;protein-coding
MID1IP1;58526;protein-coding
SHOC1;158401;protein-coding
KIAA1958;158405;protein-coding
PIGA;5277;protein-coding
STRBP;55342;protein-coding
CLDN3;1365;protein-coding
GAPVD1;26130;protein-coding
CARD19;84270;protein-coding
WNK2;65268;protein-coding
ATP7A;538;protein-coding
ZNF367;195828;protein-coding
NDUFB6;4712;protein-coding
NOL6;65083;protein-coding
AQP3;360;protein-coding
TRMT10B;158234;protein-coding
VCP;7415;protein-coding
PIGO;84720;protein-coding
STOML2;30968;protein-coding
BRWD3;254065;protein-coding
MELK;9833;protein-coding
ARMC3;219681;protein-coding
OTUD1;220213;protein-coding
ARHGAP12;94134;protein-coding
FAT3;120114;protein-coding
SLC7A3;84889;protein-coding
FBXO33;254170;protein-coding
INTS6L;203522;protein-coding
LRFN5;145581;protein-coding
SPTSSA;171546;protein-coding
WRN;7486;protein-coding
MARCHF8;220972;protein-coding
CFL2;1073;protein-coding
SUGT1;10910;protein-coding
GTF2A1;2957;protein-coding
ZCCHC24;219654;protein-coding
PGM2L1;283209;protein-coding
PHYHIPL;84457;protein-coding
INPPL1;3636;protein-coding
PHOX2A;401;protein-coding
GJB2;2706;protein-coding
CRYL1;51084;protein-coding
REEP3;221035;protein-coding
SKA3;221150;protein-coding
MICU2;221154;protein-coding
DDIAS;220042;protein-coding
PCF11;51585;protein-coding
RPL10L;140801;protein-coding
LRR1;122769;protein-coding
RPL36AL;6166;protein-coding
DNAAF2;55172;protein-coding
DEPP1;11067;protein-coding
ZNF22;7570;protein-coding
KLHDC2;23588;protein-coding
EML5;161436;protein-coding
NEMF;9147;protein-coding
RPUSD4;84881;protein-coding
ARF6;382;protein-coding
TTC8;123016;protein-coding
TMEM63C;57156;protein-coding
NOXRED1;122945;protein-coding
CDX2;1045;protein-coding
AMER2;219287;protein-coding
KBTBD6;89890;protein-coding
FAAH2;158584;protein-coding
NUDT5;11164;protein-coding
DACT1;51339;protein-coding
OXGR1;27199;protein-coding
BEND7;222389;protein-coding
ATP5F1C;509;protein-coding
PRPF18;8559;protein-coding
TAF3;83860;protein-coding
VDAC2;7417;protein-coding
COMTD1;118881;protein-coding
PDZD8;118987;protein-coding
ZNF503;84858;protein-coding
ABRAXAS2;23172;protein-coding
QSOX2;169714;protein-coding
FAM204A;63877;protein-coding
NSD1;64324;protein-coding
PRDX3;10935;protein-coding
ENOX2;10495;protein-coding
GHITM;27069;protein-coding
SNAPC4;6621;protein-coding
TMEM52B;120939;protein-coding
PMPCA;23203;protein-coding
ENTR1;10807;protein-coding
SPACA9;11092;protein-coding
TSC1;7248;protein-coding
HPRT1;3251;protein-coding
BORCS5;118426;protein-coding
DIPK1B;138311;protein-coding
ZMYND19;116225;protein-coding
STOX1;219736;protein-coding
RET;5979;protein-coding
DDX21;9188;protein-coding
BMS1;9790;protein-coding
STK32C;282974;protein-coding
JCAD;57608;protein-coding
FUNDC2;65991;protein-coding
PIP4P1;90809;protein-coding
METTL17;64745;protein-coding
NDRG2;57447;protein-coding
RNASE7;84659;protein-coding
ARHGEF40;55701;protein-coding
NSMF;26012;protein-coding
ZNF219;51222;protein-coding
CASP7;840;protein-coding
PPP1R36;145376;protein-coding
CCDC186;55088;protein-coding
VWA2;340706;protein-coding
METTL3;56339;protein-coding
SALL2;6297;protein-coding
TRUB1;142940;protein-coding
ZFYVE1;53349;protein-coding
HSPA12A;259217;protein-coding
FRAT1;10023;protein-coding
UBTD1;80019;protein-coding
ANKRD2;26287;protein-coding
E2F7;144455;protein-coding
ARHGAP42;143872;protein-coding
ISCA2;122961;protein-coding
OTOGL;283310;protein-coding
LARGE2;120071;protein-coding
PACSIN3;29763;protein-coding
TTC7B;145567;protein-coding
SLC39A13;91252;protein-coding
PSMC3;5702;protein-coding
AGBL2;79841;protein-coding
TC2N;123036;protein-coding
CPSF2;53981;protein-coding
SMCO2;341346;protein-coding
MOAP1;64112;protein-coding
IFI27L1;122509;protein-coding
IFI27;3429;protein-coding
CLMN;79789;protein-coding
PTER;9317;protein-coding
C1QL3;389941;protein-coding
CACNB2;783;protein-coding
HACD1;9200;protein-coding
ARL5B;221079;protein-coding
SMCO4;56935;protein-coding
CEP295;85459;protein-coding
TAF1D;79101;protein-coding
ABTB2;25841;protein-coding
R3HCC1L;27291;protein-coding
AMOTL1;154810;protein-coding
HTRA1;5654;protein-coding
LIPC;3990;protein-coding
CEP57;9702;protein-coding
TCP11L2;255394;protein-coding
SPRED1;161742;protein-coding
GPR176;11245;protein-coding
JAM3;83700;protein-coding
GLB1L3;112937;protein-coding
ADAMTS15;170689;protein-coding
SVOP;55530;protein-coding
GPT2;84706;protein-coding
AMN;81693;protein-coding
RAB8B;51762;protein-coding
IKBIP;121457;protein-coding
RPUSD2;27079;protein-coding
HIF1AN;55662;protein-coding
NDUFB8;4714;protein-coding
ZFYVE19;84936;protein-coding
SPINT1;6692;protein-coding
FBN1;2200;protein-coding
DEPDC4;120863;protein-coding
BRD7;29117;protein-coding
CKB;1152;protein-coding
TRMT61A;115708;protein-coding
BTRC;8945;protein-coding
POLL;27343;protein-coding
BAG5;9529;protein-coding
DPCD;25911;protein-coding
LARP6;55323;protein-coding
API5;8539;protein-coding
ZNF319;57567;protein-coding
HPS6;79803;protein-coding
SENP8;123228;protein-coding
NOLC1;9221;protein-coding
ALKBH3;221120;protein-coding
COPS2;9318;protein-coding
SGPL1;8879;protein-coding
FRS2;10818;protein-coding
CCT2;10576;protein-coding
PCBD1;5092;protein-coding
ARIH1;25820;protein-coding
DNAAF8;146562;protein-coding
CLMP;79827;protein-coding
SCN3B;55800;protein-coding
COX11;1353;protein-coding
ZNF202;7753;protein-coding
FAM227B;196951;protein-coding
STXBP4;252983;protein-coding
CYYR1;116159;protein-coding
CUL5;8065;protein-coding
WBP1L;54838;protein-coding
BORCS7;119032;protein-coding
C2;717;protein-coding
PLEKHF1;79156;protein-coding
ANAPC16;119504;protein-coding
SMPD1;6609;protein-coding
APBB1;322;protein-coding
SYNPO2L;79933;protein-coding
NUDT13;25961;protein-coding
C11orf65;160140;protein-coding
TRIM44;54765;protein-coding
ILK;3611;protein-coding
TAF10;6881;protein-coding
TPP1;1200;protein-coding
DCHS1;8642;protein-coding
NETO1;81832;protein-coding
MSS51;118490;protein-coding
CYB5A;1528;protein-coding
USP54;159195;protein-coding
RAG1;5896;protein-coding
IFTAP;119710;protein-coding
ATP9B;374868;protein-coding
PPFIBP2;8495;protein-coding
CYB5R2;51700;protein-coding
SERPINB7;8710;protein-coding
GARRE1;9710;protein-coding
SERPINB8;5271;protein-coding
TUB;7275;protein-coding
IDH3A;3419;protein-coding
WDR72;256764;protein-coding
CRABP1;1381;protein-coding
XRRA1;143570;protein-coding
TRIM66;9866;protein-coding
RNF169;254225;protein-coding
RPL27A;6157;protein-coding
DENND2B;6764;protein-coding
CDYL2;124359;protein-coding
TMEM130;222865;protein-coding
PRTG;283659;protein-coding
CENPN;55839;protein-coding
AKIP1;56672;protein-coding
ATMIN;23300;protein-coding
C16orf46;123775;protein-coding
TMEM41B;440026;protein-coding
PKD1L2;114780;protein-coding
LEO1;123169;protein-coding
ZNF143;7702;protein-coding
TMX3;54495;protein-coding
MFAP4;4239;protein-coding
WEE1;7465;protein-coding
MAPK7;5598;protein-coding
PRKCB;5579;protein-coding
HDGFL3;50810;protein-coding
NDST2;8509;protein-coding
MCM7;4176;protein-coding
CCDC68;80323;protein-coding
ZNF3;7551;protein-coding
ZSCAN21;7589;protein-coding
RIMKLB;57494;protein-coding
A2ML1;144568;protein-coding
BEAN1;146227;protein-coding
TK2;7084;protein-coding
TMED3;23423;protein-coding
SEC11C;90701;protein-coding
TMEM135;65084;protein-coding
IQCD;115811;protein-coding
NDEL1;81565;protein-coding
CENPV;201161;protein-coding
CDH16;1014;protein-coding
RRAD;6236;protein-coding
CIAO2B;51647;protein-coding
HSP90B1;7184;protein-coding
BLCAP;10904;protein-coding
ATF7IP2;80063;protein-coding
MMP10;4319;protein-coding
TVP23A;780776;protein-coding
BEX3;27018;protein-coding
COG1;9382;protein-coding
PLEKHA7;144100;protein-coding
ZNF606;80095;protein-coding
ZCCHC18;644353;protein-coding
B2M;567;protein-coding
ZNF592;9640;protein-coding
GOLM2;113201;protein-coding
NNMT;4837;protein-coding
AP1G1;164;protein-coding
SLFN5;162394;protein-coding
CATSPER2;117155;protein-coding
BMERB1;89927;protein-coding
MARF1;9665;protein-coding
SAAL1;113174;protein-coding
YPEL4;219539;protein-coding
PPIB;5479;protein-coding
LDHC;3948;protein-coding
CIAO2A;84191;protein-coding
FAM111A;63901;protein-coding
PCLAF;9768;protein-coding
KIF7;374654;protein-coding
LDHD;197257;protein-coding
PLIN1;5346;protein-coding
PEX11A;8800;protein-coding
TMEM170A;124491;protein-coding
MESP1;55897;protein-coding
ANPEP;290;protein-coding
SCNN1G;6340;protein-coding
RBPMS2;348093;protein-coding
NAV2;89797;protein-coding
ANKDD1A;348094;protein-coding
C18orf54;162681;protein-coding
DCTN5;84516;protein-coding
TERF2IP;54386;protein-coding
PLK1;5347;protein-coding
CLPX;10845;protein-coding
ZBTB39;9880;protein-coding
TAC3;6866;protein-coding
CHP2;63928;protein-coding
NEMP1;23306;protein-coding
NAB2;4665;protein-coding
VPS39;23339;protein-coding
STAT6;6778;protein-coding
PATL1;219988;protein-coding
ATP23;91419;protein-coding
ELFN2;114794;protein-coding
STX3;6809;protein-coding
MRPL16;54948;protein-coding
PIP4K2C;79837;protein-coding
MTMR10;54893;protein-coding
YWHAB;7529;protein-coding
C15orf48;84419;protein-coding
NYAP1;222950;protein-coding
TSC22D4;81628;protein-coding
DIS3L;115752;protein-coding
CCNDBP1;23582;protein-coding
SMAD3;4088;protein-coding
MS4A15;219995;protein-coding
MAP1A;4130;protein-coding
RCCD1;91433;protein-coding
AKTIP;64400;protein-coding
MAPRE2;10982;protein-coding
MARS1;4141;protein-coding
MBD6;114785;protein-coding
CNPY4;245812;protein-coding
PDIA3;2923;protein-coding
NUDT21;11051;protein-coding
NKX3-1;4824;protein-coding
SGSM1;129049;protein-coding
DUSP18;150290;protein-coding
TEF;7008;protein-coding
PBX3;5090;protein-coding
GNGT2;2793;protein-coding
PHB1;5245;protein-coding
SNRPD1;6632;protein-coding
SAMD14;201191;protein-coding
PIP5KL1;138429;protein-coding
TMEM92;162461;protein-coding
EEIG1;399665;protein-coding
ACSF2;80221;protein-coding
GOLGA2;2801;protein-coding
TRUB2;26995;protein-coding
COQ4;51117;protein-coding
SLC27A4;10999;protein-coding
URM1;81605;protein-coding
CERCAM;51148;protein-coding
DOLPP1;57171;protein-coding
CCDC103;388389;protein-coding
ENDOG;2021;protein-coding
PRRX2;51450;protein-coding
UGT1A6;54578;protein-coding
C15orf39;56905;protein-coding
SP2;6668;protein-coding
PRR15L;79170;protein-coding
COQ7;10229;protein-coding
GPRC5B;51704;protein-coding
CRK;1398;protein-coding
FBXO22;26263;protein-coding
TBC1D2B;23102;protein-coding
NOD2;64127;protein-coding
KATNAL2;83473;protein-coding
HDHD2;84064;protein-coding
ZNF91;7644;protein-coding
IGF2;3481;protein-coding
RNF214;257160;protein-coding
CDK12;51755;protein-coding
DPEP2;64174;protein-coding
DUS2;54920;protein-coding
POP5;51367;protein-coding
ENGASE;64772;protein-coding
ATP5MG;10632;protein-coding
TBC1D16;125058;protein-coding
TEPSIN;146705;protein-coding
MYO5B;4645;protein-coding
ART5;116969;protein-coding
ACAA2;10449;protein-coding
STIM1;6786;protein-coding
RRM1;6240;protein-coding
TRIM68;55128;protein-coding
OR51B5;282763;protein-coding
FN3K;64122;protein-coding
PRRT2;112476;protein-coding
ZNF23;7571;protein-coding
IRGQ;126298;protein-coding
ZNF226;7769;protein-coding
ZNF180;7733;protein-coding
PPP2R3B;28227;protein-coding
ZNF668;79759;protein-coding
ZNF646;9726;protein-coding
VKORC1;79001;protein-coding
SMG8;55181;protein-coding
TPM4;7171;protein-coding
RAB8A;4218;protein-coding
GPX4;2879;protein-coding
MIDN;90007;protein-coding
JSRP1;126306;protein-coding
KLHL26;55295;protein-coding
GATAD2A;54815;protein-coding
MVD;4597;protein-coding
CDT1;81620;protein-coding
TRAPPC2L;51693;protein-coding
ANKRD11;29123;protein-coding
SPATA33;124045;protein-coding
RSKR;124923;protein-coding
PROCA1;147011;protein-coding
RPL13;6137;protein-coding
ZNF641;121274;protein-coding
CACNB3;784;protein-coding
DHRS13;147015;protein-coding
TP53I13;90313;protein-coding
KMT2D;8085;protein-coding
CORO6;84940;protein-coding
RHEBL1;121268;protein-coding
TUBA1A;7846;protein-coding
TUBA1C;84790;protein-coding
ZNF610;162963;protein-coding
ZNF528;84436;protein-coding
ZNF701;55762;protein-coding
SERTAD3;29946;protein-coding
NCKAP5L;57701;protein-coding
RAB4B;53916;protein-coding
PROSER3;148137;protein-coding
CYP2S1;29785;protein-coding
AXL;558;protein-coding
NFKBID;84807;protein-coding
TMC4;147798;protein-coding
ANKRD33;341405;protein-coding
TTYH1;57348;protein-coding
LENG8;114823;protein-coding
CDC42EP5;148170;protein-coding
TMEM145;284339;protein-coding
ZNF526;116115;protein-coding
TRAPPC9;83696;protein-coding
NLRP7;199713;protein-coding
ZNF146;7705;protein-coding
ZNF283;284349;protein-coding
PPP1R14A;94274;protein-coding
SPINT2;10653;protein-coding
C19orf33;64073;protein-coding
YIF1B;90522;protein-coding
DNAAF3;352909;protein-coding
PSCA;8000;protein-coding
DAPK3;1613;protein-coding
EEF2;1938;protein-coding
TMIGD2;126259;protein-coding
CHAF1A;10036;protein-coding
UBXN6;80700;protein-coding
HDGFL2;84717;protein-coding
PLIN4;729359;protein-coding
SEMA6B;10501;protein-coding
ZNF444;55311;protein-coding
NXN;64359;protein-coding
TLCD3A;79850;protein-coding
GLOD4;51031;protein-coding
MFSD3;113655;protein-coding
GPT;2875;protein-coding
KIFC2;90990;protein-coding
SLC43A2;124935;protein-coding
RILP;83547;protein-coding
WDR81;124997;protein-coding
SRR;63826;protein-coding
TSR1;55720;protein-coding
TRPV3;162514;protein-coding
HSD11B1L;374875;protein-coding
CYB5D2;124936;protein-coding
KLK6;5653;protein-coding
ZNF83;55769;protein-coding
KRT80;144501;protein-coding
OTUB1;55611;protein-coding
RCOR2;283248;protein-coding
ANGPTL4;51129;protein-coding
CD320;51293;protein-coding
SPRYD3;84926;protein-coding
IGFBP6;3489;protein-coding
ZNF558;148156;protein-coding
NDUFV1;4723;protein-coding
CDK2AP2;10263;protein-coding
NUDT8;254552;protein-coding
PRDX2;7001;protein-coding
ZNF232;7775;protein-coding
MIS12;79003;protein-coding
HID1;283987;protein-coding
MRPL58;3396;protein-coding
ATP5PD;10476;protein-coding
TMEM88;92162;protein-coding
EVPL;2125;protein-coding
SRP68;6730;protein-coding
MGAT5B;146664;protein-coding
TMC8;147138;protein-coding
TK1;7083;protein-coding
TMEM68;137695;protein-coding
GSDMA;284110;protein-coding
KRT24;192666;protein-coding
GHDC;84514;protein-coding
FAM234A;83986;protein-coding
ZNF598;90850;protein-coding
RAB26;25837;protein-coding
MLST8;64223;protein-coding
E4F1;1877;protein-coding
DNASE1L2;1775;protein-coding
ECI1;1632;protein-coding
CASKIN1;57524;protein-coding
ABCA3;21;protein-coding
